m_a_eV,squid_GeVinv
3.144108303147264728e-04,1.976911914114935596e-14
3.180552015332919840e-04,1.969557228353593910e-14
3.217418150676371437e-04,1.962278245026295109e-14
3.254711605531848163e-04,1.955074687502705930e-14
3.292437333007768767e-04,1.947946295458254335e-14
3.330600343624588820e-04,1.940892824474097194e-14
3.369205705980267201e-04,1.933914045646701666e-14
3.408258547423452110e-04,1.927009745207715848e-14
3.447764054734464112e-04,1.920179724154719077e-14
3.487727474814177595e-04,1.913423797893431228e-14
3.528154115380883050e-04,1.906741795891901334e-14
3.569049345675229896e-04,1.900133561347158953e-14
3.610418597173337151e-04,1.893598950864758668e-14
3.652267364308175480e-04,1.887137834151612488e-14
3.694601205199302477e-04,1.880750093722465111e-14
3.737425742391063937e-04,1.874435624620297958e-14
3.780746663599348950e-04,1.868194334150942795e-14
3.824569722466999088e-04,1.862026141632100271e-14
3.868900739327975780e-04,1.855930978156955539e-14
3.913745601980383993e-04,1.849908786372519703e-14
3.959110266468458469e-04,1.843959520272780072e-14
4.005000757873611187e-04,1.838083145006740962e-14
4.051423171114647368e-04,1.832279636701355023e-14
4.098383671757261184e-04,1.826548982299339123e-14
4.145888496832911426e-04,1.820891179411835009e-14
4.193943955667186118e-04,1.815306236185833970e-14
4.242556430717776958e-04,1.809794171186266121e-14
4.291732378422157359e-04,1.804355013292624273e-14
4.341478330055092592e-04,1.798988801609975385e-14
4.391800892596086085e-04,1.793695585394185062e-14
4.442706749606882793e-04,1.788475423991164856e-14
4.494202662119142376e-04,1.783328386789936619e-14
4.546295469532399291e-04,1.778254553189301869e-14
4.598992090522438817e-04,1.773254012577873192e-14
4.652299523960188752e-04,1.768326864327240186e-14
4.706224849841281286e-04,1.763473217798016238e-14
4.760775230226368536e-04,1.758693192358526320e-14
4.815957910192350034e-04,1.753986917415870758e-14
4.871780218794630342e-04,1.749354532459126404e-14
4.928249570040513054e-04,1.744796187114426807e-14
4.985373463873893265e-04,1.740312041211680272e-14
5.043159487171358559e-04,1.735902264862683822e-14
5.101615314749833501e-04,1.731567038550400790e-14
5.160748710385908026e-04,1.727306553229177077e-14
5.220567527846975506e-04,1.723121010435684977e-14
5.281079711934330654e-04,1.719010622410386927e-14
5.342293299538351933e-04,1.714975612229342803e-14
5.404216420705914865e-04,1.711016213946165760e-14
5.466857299720180412e-04,1.707132672743987130e-14
5.530224256192900478e-04,1.703325245097270414e-14
5.594325706169377133e-04,1.699594198943351609e-14
5.659170163246242521e-04,1.695939813863599537e-14
5.724766239702178735e-04,1.692362381274096148e-14
5.791122647641758691e-04,1.688862204625760119e-14
5.858248200152535966e-04,1.685439599613868939e-14
5.926151812475552710e-04,1.682094894396927110e-14
5.994842503189408769e-04,1.678828429824872242e-14
6.064329395408061141e-04,1.675640559676611803e-14
6.134621717992506636e-04,1.672531650906917649e-14
6.205728806776500623e-04,1.669502083902710525e-14
6.277660105806500508e-04,1.666552252748795115e-14
6.350425168595961881e-04,1.663682565503125486e-14
6.424033659394191159e-04,1.660893444481690841e-14
6.498495354469888087e-04,1.658185326553149705e-14
6.573820143409585173e-04,1.655558663443326132e-14
6.650018030431118507e-04,1.653013922049746217e-14
6.727099135712337041e-04,1.650551584766367325e-14
6.805073696735206446e-04,1.648172149818699141e-14
6.883952069645496224e-04,1.645876131609526691e-14
6.963744730628222430e-04,1.643664061075455599e-14
7.044462277299036847e-04,1.641536486054536408e-14
7.126115430111745839e-04,1.639493971665218533e-14
7.208715033782135597e-04,1.637537100696927913e-14
7.292272058728313045e-04,1.635666474012559943e-14
7.376797602527730442e-04,1.633882710963212361e-14
7.462302891391107279e-04,1.632186449815489113e-14
7.548799281653431614e-04,1.630578348191735230e-14
7.636298261282241416e-04,1.629059083523572205e-14
7.724811451403400600e-04,1.627629353519128951e-14
7.814350607844542133e-04,1.626289876644378534e-14
7.904927622696419996e-04,1.625041392619008878e-14
7.996554525892346716e-04,1.623884662927283413e-14
8.089243486805937659e-04,1.622820471344349819e-14
8.183006815867389754e-04,1.621849624478503328e-14
8.277856966198472461e-04,1.620972952329899669e-14
8.373806535266489033e-04,1.620191308866259131e-14
8.470868266557402123e-04,1.619505572616113314e-14
8.569055051268347108e-04,1.618916647280168228e-14
8.668379930019773794e-04,1.618425462361391164e-14
8.768856094587426870e-04,1.618032973814435068e-14
8.870496889654402514e-04,1.617740164715056760e-14
8.973315814583519715e-04,1.617548045950197931e-14
9.077326525210223113e-04,1.617457656929434504e-14
9.182542835656281937e-04,1.617470066318515035e-14
9.288978720164497516e-04,1.617586372795753049e-14
9.396648314954690433e-04,1.617807705832048922e-14
9.505565920101191743e-04,1.618135226495372436e-14
9.615746001432095213e-04,1.618570128280535589e-14
9.727203192450537298e-04,1.619113637965156853e-14
9.839952296278227113e-04,1.619767016492717744e-14
9.954008287621518049e-04,1.620531559883671614e-14
1.006938631476027041e-03,1.621408600175594194e-14
1.018610170155975336e-03,1.622399506393399515e-14
1.030416994950587558e-03,1.623505685550697542e-14
1.042360673976401152e-03,1.624728583683395699e-14
1.054442793526168438e-03,1.626069686916710558e-14
1.066664958279538774e-03,1.627530522566784004e-14
1.079028791516183647e-03,1.629112660278153454e-14
1.091535935331391146e-03,1.630817713198382779e-14
1.104188050854160164e-03,1.632647339191196277e-14
1.116986818467822530e-03,1.634603242089533725e-14
1.129933938033221693e-03,1.636687172989977732e-14
1.143031129114478739e-03,1.638900931590089115e-14
1.156280131207375458e-03,1.641246367570225521e-14
1.169682703970384603e-03,1.643725382021501461e-14
1.183240627458377906e-03,1.646339928921603495e-14
1.196955702359042868e-03,1.649092016660249059e-14
1.210829750232039325e-03,1.651983709616157912e-14
1.224864613750930708e-03,1.655017129787470799e-14
1.239062156947915577e-03,1.658194458477643028e-14
1.253424265461399551e-03,1.661517938038909425e-14
1.267952846786433866e-03,1.664989873675532010e-14
1.282649830528059809e-03,1.668612635309101370e-14
1.297517168657586796e-03,1.672388659508286698e-14
1.312556835771842671e-03,1.676320451485521315e-14
1.327770829355428986e-03,1.680410587163204196e-14
1.343161170046015297e-03,1.684661715312142530e-14
1.358729901902709127e-03,1.689076559765029471e-14
1.374479092677536717e-03,1.693657921707921935e-14
1.390410834090069709e-03,1.698408682052772273e-14
1.406527242105236331e-03,1.703331803894226060e-14
1.422830457214352027e-03,1.708430335054023535e-14
1.439322644719406375e-03,1.713707410716498681e-14
1.456005995020648574e-03,1.719166256158818932e-14
1.472882723907501879e-03,1.724810189579766225e-14
1.489955072852853580e-03,1.730642625031042520e-14
1.507225309310755452e-03,1.736667075455239727e-14
1.524695727017573053e-03,1.742887155834824760e-14
1.542368646296627451e-03,1.749306586456657698e-14
1.560246414366367983e-03,1.755929196296791979e-14
1.578331405652116590e-03,1.762758926530503425e-14
1.596626022101425152e-03,1.769799834172723338e-14
1.615132693503091351e-03,1.777056095854295459e-14
1.633853877809862123e-03,1.784532011739711973e-14
1.652792061464895606e-03,1.792232009592258593e-14
1.671949759731990040e-03,1.800160648992764104e-14
1.691329517029648791e-03,1.808322625718434093e-14
1.710933907269015109e-03,1.816722776288566304e-14
1.730765534195725843e-03,1.825366082684249896e-14
1.750827031735725098e-03,1.834257677249482837e-14
1.771121064345088569e-03,1.843402847781512091e-14
1.791650327363901278e-03,1.852807042818548390e-14
1.812417547374237711e-03,1.862475877133405881e-14
1.833425482562290546e-03,1.872415137442041059e-14
1.854676923084699371e-03,1.882630788336354435e-14
1.876174691439121654e-03,1.893128978451132754e-14
1.897921642839101508e-03,1.903916046875418179e-14
1.919920665593284788e-03,1.914998529819156660e-14
1.942174681489026522e-03,1.926383167546457614e-14
1.964686646180446600e-03,1.938076911587382412e-14
1.987459549580983600e-03,1.950086932240762263e-14
2.010496416260499231e-03,1.962420626381150386e-14
2.033800305846981960e-03,1.975085625583685433e-14
2.057374313432913573e-03,1.988089804581320321e-14
2.081221569986339229e-03,2.001441290069590984e-14
2.105345242766706263e-03,2.015148469874878670e-14
2.129748535745521181e-03,2.029220002502914236e-14
2.154434690031884272e-03,2.043664827085126769e-14
2.179406984302956034e-03,2.058492173741346049e-14
2.204668735239409625e-03,2.073711574378303650e-14
2.230223297965938743e-03,2.089332873944389100e-14
2.256074066496861676e-03,2.105366242162173964e-14
2.282224474186898746e-03,2.121822185761338174e-14
2.308677994187169520e-03,2.138711561235791266e-14
2.335438139906479207e-03,2.156045588150078741e-14
2.362508465477947562e-03,2.173835863021421472e-14
2.389892566231050126e-03,2.192094373805183237e-14
2.417594079169130793e-03,2.210833515013015408e-14
2.445616683452446396e-03,2.230066103494479116e-14
2.473964100886814031e-03,2.249805394914623841e-14
2.502640096417919208e-03,2.270065100961728098e-14
2.531648478631355528e-03,2.290859407321273960e-14
2.560993100258459210e-03,2.312202992454168440e-14
2.590677858688008716e-03,2.334111047219331283e-14
2.620706696483852353e-03,2.356599295382933399e-14
2.651083601908538895e-03,2.379684015058933543e-14
2.681812609453015830e-03,2.403382061128004791e-14
2.712897800372467225e-03,2.427710888684590373e-14
2.744343303228365376e-03,2.452688577564571779e-14
2.776153294436800850e-03,2.478333858009013641e-14
2.808331998823172457e-03,2.504666137522556725e-14
2.840883690183303948e-03,2.531705528988357488e-14
2.873812691851066348e-03,2.559472880104976747e-14
2.907123377272578368e-03,2.587989804214408163e-14
2.940820170587063812e-03,2.617278712594342042e-14
2.974907547214440586e-03,2.647362848292053632e-14
3.009390034449721096e-03,2.678266321581724870e-14
3.044272212064302961e-03,2.710014147131839241e-14
3.079558712914226386e-03,2.742632282974305282e-14
3.115254223555487950e-03,2.776147671372391634e-14
3.151363484866479339e-03,2.810588281690291882e-14
3.187891292677645996e-03,2.845983155373218904e-14
3.224842498408442022e-03,2.882362453153449178e-14
3.262222009711669788e-03,2.919757504604659275e-14
3.300034791125285374e-03,2.958200860174244534e-14
3.338285864731760887e-03,2.997726345831176122e-14
3.376980310825091272e-03,3.038369120475326272e-14
3.416123268585528460e-03,3.080165736263091121e-14
3.455719936762139538e-03,3.123154202013656118e-14
3.495775574363275268e-03,3.167374049870404444e-14
3.536295501355042614e-03,3.212866405402768100e-14
3.577285099367873231e-03,3.259674061345381559e-14
3.618749812411280273e-03,3.307841555183732569e-14
3.660695147596902850e-03,3.357415250808632542e-14
3.703126675869926592e-03,3.408443424475949601e-14
3.746050032748993088e-03,3.460976355323019322e-14
3.789470919074667144e-03,3.515066420709206854e-14
3.833395101766601080e-03,3.570768196665331687e-14
3.877828414589457214e-03,3.628138563754907943e-14
3.922776758927719494e-03,3.687236818669927619e-14
3.968246104569481472e-03,3.748124791904829077e-14
4.014242490499322046e-03,3.810866971874870340e-14
4.060772025700365266e-03,3.875530635869159816e-14
4.107840889965646940e-03,3.942185988254506448e-14
4.155455334718875619e-03,4.010906306373781272e-14
4.203621683844713762e-03,4.081768094612271008e-14
4.252346334528682263e-03,4.154851247137175486e-14
4.301635758106795056e-03,4.230239219849616475e-14
4.351496500925049540e-03,4.308019212124996709e-14
4.401935185208874328e-03,4.388282358956951816e-14
4.452958509942655727e-03,4.471123934162177228e-14
4.504573251759458330e-03,4.556643565348824642e-14
4.556786265841063742e-03,4.644945461399764633e-14
4.609604486828434121e-03,4.736138653274313529e-14
4.663034929742731517e-03,4.830337248988340968e-14
4.717084690917017036e-03,4.927660703693090625e-14
4.771760948938746048e-03,5.028234105838215309e-14
4.827070965603183494e-03,5.132188480474536197e-14
4.883022086877879774e-03,5.239661110827571005e-14
4.939621743878320863e-03,5.350795879354054705e-14
4.996877453854883626e-03,5.465743629581352309e-14
5.054796821191240297e-03,5.584662550124027400e-14
5.113387538414325764e-03,5.707718582373657539e-14
5.172657387216019441e-03,5.835085853467854508e-14
5.232614239486662287e-03,5.966947136262970275e-14
5.293266058360561639e-03,6.103494338162968203e-14
5.354620899273607876e-03,6.244929020795206808e-14
5.416686911033152113e-03,6.391462952673188839e-14
5.479472336900287170e-03,6.543318697147904864e-14
5.542985515684668851e-03,6.700730238123822722e-14
5.607234882852032802e-03,6.863943646204659746e-14
5.672228971644543115e-03,7.033217788138313912e-14
5.737976414214134013e-03,7.208825082651774050e-14
5.804485942768978189e-03,7.391052306006446063e-14
5.871766390733255264e-03,7.580201450864196774e-14
5.939826693920356553e-03,7.776590642335928033e-14
6.008675891719686586e-03,7.980555115389887626e-14
6.078323128297229670e-03,8.192448258128338548e-14
6.148777653810022850e-03,8.412642725800773483e-14
6.220048825634711363e-03,8.641531630812400521e-14
6.292146109610343568e-03,8.879529814411042147e-14
6.365079081295571019e-03,9.127075206196578370e-14
6.438857427240419345e-03,9.384630278098565842e-14
6.513490946272802555e-03,9.652683600013210737e-14
6.588989550799949878e-03,9.931751504884413338e-14
6.665363268124913435e-03,1.022237987166004667e-13
6.742622241778342337e-03,1.052514603525889754e-13
6.820776732865685421e-03,1.084066083345095318e-13
6.899837121430018629e-03,1.116957080139051655e-13
6.979813907830660115e-03,1.151256052545457873e-13
7.060717714137772563e-03,1.187035516903479424e-13
7.142559285543126184e-03,1.224372318401950820e-13
7.225349491787214085e-03,1.263347922289031236e-13
7.309099328602909965e-03,1.304048726765671345e-13
7.393819919175866756e-03,1.346566399327254905e-13
7.479522515621821015e-03,1.390998238473169834e-13
7.566218500481054592e-03,1.437447562874170440e-13
7.653919388230148030e-03,1.486024130273634330e-13
7.742636826811269413e-03,1.536844588602931312e-13
7.832382599179196422e-03,1.590032962014897077e-13
7.923168624866253756e-03,1.645721174784787134e-13
8.015006961565405291e-03,1.704049616297438944e-13
8.107909806731686611e-03,1.765167750635115276e-13
8.201889499202202546e-03,1.829234774605336299e-13
8.296958520834906564e-03,1.896420328405161236e-13
8.393129498166364971e-03,1.966905263511056934e-13
8.490415204088747059e-03,2.040882472815683481e-13
8.588828559546249353e-03,2.118557788508663905e-13
8.688382635251184691e-03,2.200150953722548141e-13
8.789090653419954699e-03,2.285896674542825578e-13
8.890965989529158939e-03,2.376045759617989388e-13
8.994022174092043687e-03,2.470866355308512527e-13
9.098272894455557494e-03,2.570645285089906860e-13
9.203731996618221695e-03,2.675689502782339318e-13
9.310413487069076066e-03,2.786327670127174809e-13
9.418331534647951184e-03,2.902911870279060998e-13
9.527500472427289507e-03,3.025819469942271217e-13
9.637934799615785822e-03,3.155455144164767958e-13
9.749649183484086420e-03,3.292253079226751859e-13
9.862658461312821118e-03,3.436679370638825118e-13
9.976977642363202281e-03,3.589234635015456599e-13
1.009262190987048405e-02,3.750456856533174517e-13
1.020960662306047602e-02,3.920924490841460186e-13
1.032794731918952429e-02,4.101259851694122086e-13
1.044765971560805175e-02,4.292132808237133212e-13
1.056875971184804974e-02,4.494264823859168125e-13
1.069126339173477255e-02,4.708433370818449019e-13
1.081518702552289150e-02,4.935476758545000123e-13
1.094054707205743479e-02,5.176299417627481107e-13
1.106736018095974550e-02,5.431877686079563222e-13
1.119564319483879432e-02,5.703266149601654163e-13
1.132541315152812630e-02,5.991604593275416293e-13
1.145668728634872610e-02,6.298125628525904660e-13
1.158948303439811742e-02,6.624163066344707688e-13
1.172381803286599682e-02,6.971161115782135733e-13
1.185971012337670542e-02,7.340684495697362642e-13
1.199717735435885599e-02,7.734429557824983328e-13
1.213623798344241715e-02,8.154236530515812194e-13
1.227691047988360359e-02,8.602103005197252918e-13
1.241921352701784616e-02,9.080198801856262902e-13
1.256316602474121490e-02,9.590882365881174843e-13
1.270878709202059517e-02,1.013671886664253282e-12
1.285609606943296547e-02,1.072050018851470657e-12
1.300511252173409786e-02,1.134526702794455142e-12
1.315585624045705233e-02,1.201433333600890079e-12
1.330834724654075991e-02,1.273131337506662897e-12
1.346260579298911089e-02,1.350015169105815270e-12
1.361865236756082745e-02,1.432515634025583282e-12
1.377650769549054917e-02,1.521103575141803006e-12
1.393619274224143501e-02,1.616293965203050383e-12
1.409772871628967722e-02,1.718650454141460490e-12
1.426113707194129852e-02,1.828790425484035730e-12
1.442643951218158804e-02,1.947390623243868299e-12
1.459365799155757683e-02,2.075193418584613476e-12
1.476281471909391199e-02,2.213013794550671299e-12
1.493393216124253367e-02,2.361747137397357783e-12
1.510703304486655726e-02,2.522377934721266893e-12
1.528214036025870616e-02,2.695989493890969688e-12
1.545927736419478588e-02,2.883774809453941615e-12
1.563846758302247716e-02,3.087048725527359073e-12
1.581973481578601362e-02,3.307261558991856622e-12
1.600310313738701612e-02,3.546014371973892060e-12
1.618859690178199237e-02,3.805076108058885826e-12
1.637624074521688844e-02,4.086402836428993824e-12
1.656605958949915192e-02,4.392159382252243598e-12
1.675807864530768840e-02,4.724743660845951809e-12
1.695232341554121433e-02,5.086814078191074326e-12
1.714881969870540868e-02,5.481320412208743718e-12
1.734759359233932485e-02,5.911538648905594106e-12
1.754867149648152089e-02,6.381110316308395114e-12
1.775208011717635884e-02,6.894086938512100726e-12
1.795784647002096959e-02,7.454980323879869004e-12
1.816599788375328553e-02,8.068819507472765465e-12
1.837656200388172387e-02,8.741215290513725421e-12
1.858956679635688156e-02,9.478433461874283923e-12
1.880504055128583499e-02,1.028747795147074382e-11
1.902301188668945736e-02,1.117618535689505649e-11
1.924350975230332272e-02,1.215333250709130721e-11
1.946656343342263382e-02,1.322875898573127347e-11
1.969220255479173579e-02,1.441350683840680870e-11
1.992045708453871189e-02,1.571998003924161934e-11
2.015135733815558508e-02,1.716212670277893125e-11
2.038493398252464242e-02,1.875564750638087743e-11
2.062121803999144437e-02,2.051823434915361409e-11
2.086024089248504979e-02,2.246984393014960700e-11
2.110203428568596662e-02,2.463301169859519856e-11
2.134663033324245285e-02,2.703321253271501494e-11
2.159406152103567761e-02,2.969927556587342319e-11
2.184436071149428379e-02,3.266386182841919869e-11
2.209756114795903212e-02,3.596401484566643987e-11
2.235369645909796379e-02,3.964179606850176153e-11
2.261280066337279654e-02,4.374501906302949979e-11
2.287490817355703962e-02,4.832809880913153491e-11
2.314005380130654266e-02,5.345303532645386073e-11
2.340827276178294308e-02,5.919055424612822573e-11
2.367960067833078594e-02,6.562143098094666440e-11
2.395407358720879482e-02,7.283802994025301979e-11
2.423172794237600514e-02,8.094609593869513489e-11
2.451260062033339820e-02,9.006684174148730958e-11
2.479672892502160150e-02,1.003393837921642205e-10
2.508415059277541159e-02,1.119235878473310384e-10
2.537490379733571555e-02,1.250033978182927614e-10
2.566902715491951870e-02,1.397907349821794863e-10
2.596655972934872394e-02,1.565300713499670861e-10
2.626754103723838440e-02,1.755038009434582550e-10
2.657201105324506762e-02,1.970385567422751164e-10
2.688001021537607393e-02,2.215126499752158441e-10
2.719157943036018890e-02,2.493648432992735220e-10
2.750676007908067419e-02,2.811047115215739558e-10
2.782559402207126012e-02,3.173248944528174764e-10
2.814812360507581296e-02,3.587156081739492337e-10
2.847439166467247845e-02,4.060818558345782435e-10
2.880444153396297807e-02,4.603638700185787595e-10
2.913831704832789068e-02,5.226614293317707172e-10
2.947606255124858229e-02,5.942628266643334501e-10
2.981772290019673102e-02,6.766794310955902041e-10
3.016334347259197468e-02,7.716869865060253663e-10
3.051297017182871135e-02,8.813750361639928619e-10
3.086664943337274689e-02,1.008206164460278871e-09
3.122442823092858033e-02,1.155087117772577540e-09
3.158635408267818773e-02,1.325454322621690036e-09
3.195247505759213347e-02,1.523376881411007713e-09
3.232283978181380718e-02,1.753680819880569409e-09
3.269749744511767781e-02,2.022099218257601649e-09
3.307649780744242179e-02,2.335453920517961809e-09
3.345989120549974771e-02,2.701875834237014327e-09
3.384772855945983316e-02,3.131072471548774996e-09
3.424006137971425529e-02,3.634653420997875112e-09
3.463694177371734462e-02,4.226526983337153963e-09
3.503842245290676033e-02,4.923384381839242794e-09
3.544455673970435539e-02,5.745291934813088775e-09
3.585539857459817126e-02,6.716416565067922856e-09
3.627100252330648505e-02,7.865916286071046651e-09
3.669142378402494298e-02,9.229035189687758433e-09
3.711671819475766826e-02,1.084845240338968114e-08
3.754694224073337055e-02,1.277594704666214612e-08
3.798215306190736579e-02,1.507445711741975366e-08
3.842240846055060971e-02,1.782063040645605456e-08
3.886776690892667502e-02,2.110799116628572957e-08
3.931828755705769896e-02,2.505087889390342070e-08
3.977403024058037001e-02,2.978935722323341657e-08
4.023505548869293208e-02,3.549534415433670039e-08
4.070142453219438572e-02,4.238028304182243097e-08
4.117319931161678853e-02,5.070476131265298620e-08
4.165044248545184818e-02,6.079059651165730115e-08
4.213321743847289053e-02,7.303605447432421337e-08
4.262158829015325057e-02,8.793505202331544509e-08
4.311561990318228677e-02,1.061014394823071868e-07
4.361537789208005944e-02,1.282997734899297871e-07
4.412092863191190151e-02,1.554844005006748088e-07
4.463233926710397093e-02,1.888492056359859815e-07
4.514967772036102001e-02,2.298910795124126864e-07
4.567301270168747096e-02,2.804910695629655250e-07
4.620241371751312998e-02,3.430183817540995765e-07
4.673795107992463616e-02,4.204639763578964784e-07
4.727969591600390820e-02,5.166125818446587773e-07
4.782772017727485170e-02,6.362647007144203147e-07
4.838209664925956915e-02,7.855238243338080185e-07
4.894289896114531468e-02,9.721689127195895082e-07
4.951020159556351191e-02,1.206138637976734078e-06
5.008407989848212560e-02,1.500162489820810326e-06
5.066461008921268466e-02,1.870585349416209160e-06
5.125186927053333036e-02,2.338447576373649235e-06
5.184593543892913187e-02,2.930903419338815701e-06
5.244688749495118874e-02,3.683088564123851847e-06
5.305480525369574152e-02,4.640585497278907934e-06
5.366976945540476163e-02,5.862686695989864214e-06
5.429186177618942899e-02,7.426725436227054724e-06
5.492116483887789224e-02,9.433839128785334911e-06
5.555776222398877556e-02,1.201666010428123673e-05
5.620173848083188234e-02,1.534960696952245897e-05
5.685317913873753209e-02,1.966269459960731945e-05
5.751217071841613349e-02,2.526011846829997445e-05
5.817880074344935343e-02,3.254533577517833325e-05
5.885315775191450605e-02,4.205501295864032843e-05
5.953533130814370189e-02,5.450510903720604309e-05
6.022541201461927007e-02,7.085361922085365021e-05
6.092349152400711176e-02,9.238625881764691303e-05
6.162966255132941440e-02,1.208338307778032271e-04
6.234401888627863486e-02,1.585334872229136611e-04
6.306665540567406303e-02,2.086509901548385759e-04
6.379766808606282535e-02,2.754880090251910245e-04
6.453715401646702154e-02,3.649083424669930203e-04
6.528521141127847927e-02,4.849309908056023384e-04
6.604193962330305590e-02,6.465580822760447948e-04
6.680743915695615265e-02,8.649344596305751738e-04
6.758181168161110641e-02,1.160977196522452711e-03
6.836516004510238831e-02,1.563673199070178760e-03
6.915758828738524655e-02,2.113329837860709361e-03
6.995920165435375038e-02,2.866189768825052123e-03
7.077010661181890039e-02,3.901005284337360872e-03
7.159041085964888695e-02,5.328437260043485113e-03
7.242022334607314815e-02,7.304540162599559676e-03
7.325965428215229502e-02,1.005017924837604999e-02
7.410881515641569439e-02,1.387909156612713614e-02
7.496781874966876313e-02,1.923858827173443101e-02
7.583677914997190295e-02,2.676881339854836686e-02
7.671581176779301847e-02,3.738934473084525034e-02
7.760503335133571434e-02,5.242623563448975399e-02
7.850456200204508628e-02,7.379910265209094211e-02
7.941451719029339607e-02,1.042977153204178442e-01
8.033501977124735127e-02,1.479925212760261344e-01
8.126619200091945994e-02,2.108463979984603887e-01
8.220815755240540312e-02,3.016299508284577269e-01
8.316104153230961804e-02,4.332965732151354832e-01
8.412497049736118726e-02,6.250567542864146064e-01
8.510007247122246266e-02,9.055203044308179905e-01
8.608647696149245021e-02,1.317476435167907134e+00
8.708431497690724554e-02,1.925196528436653454e+00
8.809371904473990711e-02,2.825639241774255073e+00
8.911482322840201531e-02,4.165718497614772531e+00
9.014776314524917955e-02,6.169032739912832852e+00
9.119267598459297741e-02,9.177424722128133538e+00
9.224970052592174063e-02,1.371589327178212869e+01
9.331897715733239451e-02,2.059444298585938427e+01
9.440064789417602908e-02,3.106863231435091777e+01
9.549485639791965852e-02,4.709383628805210265e+01
9.660174799522645850e-02,7.172983717386482283e+01
9.772146969725724330e-02,1.097877111767421638e+02
9.885417021919573610e-02,1.688691352357339497e+02
1.000000000000000056e-01,2.610443667099560798e+02
