m_a_eV,MQM_squid_GeVinv
3.144108303147264728e-04,3.804449493187639535e-14
3.180552015332919840e-04,3.812199420872762895e-14
3.217418150676371437e-04,3.820059243140388815e-14
3.254711605531848163e-04,3.828030281319743895e-14
3.292437333007768767e-04,3.836113899114207354e-14
3.330600343624588820e-04,3.844311502785473447e-14
3.369205705980267201e-04,3.852624541345435885e-14
3.408258547423452110e-04,3.861054506757584023e-14
3.447764054734464112e-04,3.869602934149610972e-14
3.487727474814177595e-04,3.878271402038958400e-14
3.528154115380883050e-04,3.887061532572974819e-14
3.569049345675229896e-04,3.895974991785376159e-14
3.610418597173337151e-04,3.905013489870614117e-14
3.652267364308175480e-04,3.914178781477791845e-14
3.694601205199302477e-04,3.923472666025671255e-14
3.737425742391063937e-04,3.932896988040316215e-14
3.780746663599348950e-04,3.942453637516871736e-14
3.824569722466999088e-04,3.952144550306890885e-14
3.868900739327975780e-04,3.961971708532667257e-14
3.913745601980383993e-04,3.971937141029890700e-14
3.959110266468458469e-04,3.982042923819944018e-14
4.005000757873611187e-04,3.992291180613136280e-14
4.051423171114647368e-04,4.002684083344052223e-14
4.098383671757261184e-04,4.013223852740229462e-14
4.145888496832911426e-04,4.023912758925267893e-14
4.193943955667186118e-04,4.034753122057479490e-14
4.242556430717776958e-04,4.045747313005114116e-14
4.291732378422157359e-04,4.056897754059175497e-14
4.341478330055092592e-04,4.068206919684802397e-14
4.391800892596086085e-04,4.079677337312152168e-14
4.442706749606882793e-04,4.091311588167698579e-14
4.494202662119142376e-04,4.103112308146815482e-14
4.546295469532399291e-04,4.115082188728543697e-14
4.598992090522438817e-04,4.127223977933330006e-14
4.652299523960188752e-04,4.139540481324609757e-14
4.706224849841281286e-04,4.152034563055026390e-14
4.760775230226368536e-04,4.164709146958105115e-14
4.815957910192350034e-04,4.177567217686177827e-14
4.871780218794630342e-04,4.190611821895397968e-14
4.928249570040513054e-04,4.203846069478618420e-14
4.985373463873893265e-04,4.217273134847004590e-14
5.043159487171358559e-04,4.230896258261194275e-14
5.101615314749833501e-04,4.244718747212904866e-14
5.160748710385908026e-04,4.258743977857834178e-14
5.220567527846975506e-04,4.272975396500823636e-14
5.281079711934330654e-04,4.287416521134199513e-14
5.342293299538351933e-04,4.302070943030329748e-14
5.404216420705914865e-04,4.316942328389377038e-14
5.466857299720180412e-04,4.332034420043395536e-14
5.530224256192900478e-04,4.347351039217852833e-14
5.594325706169377133e-04,4.362896087351810378e-14
5.659170163246242521e-04,4.378673547977984120e-14
5.724766239702178735e-04,4.394687488664020752e-14
5.791122647641758691e-04,4.410942063016346407e-14
5.858248200152535966e-04,4.427441512748068335e-14
5.926151812475552710e-04,4.444190169812427760e-14
5.994842503189408769e-04,4.461192458603423305e-14
6.064329395408061141e-04,4.478452898225283036e-14
6.134621717992506636e-04,4.495976104832547758e-14
6.205728806776500623e-04,4.513766794042634229e-14
6.277660105806500508e-04,4.531829783422806885e-14
6.350425168595961881e-04,4.550169995053612900e-14
6.424033659394191159e-04,4.568792458170909896e-14
6.498495354469888087e-04,4.587702311888726631e-14
6.573820143409585173e-04,4.606904808005295523e-14
6.650018030431118507e-04,4.626405313894712537e-14
6.727099135712337041e-04,4.646209315486774060e-14
6.805073696735206446e-04,4.666322420337676665e-14
6.883952069645496224e-04,4.686750360794363502e-14
6.963744730628222430e-04,4.707498997255423475e-14
7.044462277299036847e-04,4.728574321531602724e-14
7.126115430111745839e-04,4.749982460309071242e-14
7.208715033782135597e-04,4.771729678718765401e-14
7.292272058728313045e-04,4.793822384015234471e-14
7.376797602527730442e-04,4.816267129368571305e-14
7.462302891391107279e-04,4.839070617773168260e-14
7.548799281653431614e-04,4.862239706077161910e-14
7.636298261282241416e-04,4.885781409136619375e-14
7.724811451403400600e-04,4.909702904098659871e-14
7.814350607844542133e-04,4.934011534817885544e-14
7.904927622696419996e-04,4.958714816410657231e-14
7.996554525892346716e-04,4.983820439951962823e-14
8.089243486805937659e-04,5.009336277319767907e-14
8.183006815867389754e-04,5.035270386191975023e-14
8.277856966198472461e-04,5.061631015201305930e-14
8.373806535266489033e-04,5.088426609253618182e-14
8.470868266557402123e-04,5.115665815015414068e-14
8.569055051268347108e-04,5.143357486576497498e-14
8.668379930019773794e-04,5.171510691294008310e-14
8.768856094587426870e-04,5.200134715824260381e-14
8.870496889654402514e-04,5.229239072349131769e-14
8.973315814583519715e-04,5.258833505003942551e-14
9.077326525210223113e-04,5.288927996514123315e-14
9.182542835656281937e-04,5.319532775048183008e-14
9.288978720164497516e-04,5.350658321294857789e-14
9.396648314954690433e-04,5.382315375772585745e-14
9.505565920101191743e-04,5.414514946379822716e-14
9.615746001432095213e-04,5.447268316195009897e-14
9.727203192450537298e-04,5.480587051535427899e-14
9.839952296278227113e-04,5.514483010284479369e-14
9.954008287621518049e-04,5.548968350497359978e-14
1.006938631476027041e-03,5.584055539295526974e-14
1.018610170155975336e-03,5.619757362060696962e-14
1.030416994950587558e-03,5.656086931939668127e-14
1.042360673976401152e-03,5.693057699671631322e-14
1.054442793526168438e-03,5.730683463750194843e-14
1.066664958279538774e-03,5.768978380932768002e-14
1.079028791516183647e-03,5.807956977110581619e-14
1.091535935331391146e-03,5.847634158553100007e-14
1.104188050854160164e-03,5.888025223541149531e-14
1.116986818467822530e-03,5.929145874403818991e-14
1.129933938033221693e-03,5.971012229974607398e-14
1.143031129114478739e-03,6.013640838483192096e-14
1.156280131207375458e-03,6.057048690899691289e-14
1.169682703970384603e-03,6.101253234749139413e-14
1.183240627458377906e-03,6.146272388414613247e-14
1.196955702359042868e-03,6.192124555948198911e-14
1.210829750232039325e-03,6.238828642409928945e-14
1.224864613750930708e-03,6.286404069755589878e-14
1.239062156947915577e-03,6.334870793295225853e-14
1.253424265461399551e-03,6.384249318745203922e-14
1.267952846786433866e-03,6.434560719897593910e-14
1.282649830528059809e-03,6.485826656931740390e-14
1.297517168657586796e-03,6.538069395393982171e-14
1.312556835771842671e-03,6.591311825872629609e-14
1.327770829355428986e-03,6.645577484396495239e-14
1.343161170046015297e-03,6.700890573586607347e-14
1.358729901902709127e-03,6.757275984591954081e-14
1.374479092677536717e-03,6.814759319841632986e-14
1.390410834090069709e-03,6.873366916647121204e-14
1.406527242105236331e-03,6.933125871690008613e-14
1.422830457214352027e-03,6.994064066432075955e-14
1.439322644719406375e-03,7.056210193486353235e-14
1.456005995020648574e-03,7.119593783989519014e-14
1.472882723907501879e-03,7.184245236017878120e-14
1.489955072852853580e-03,7.250195844091149518e-14
1.507225309310755452e-03,7.317477829810281488e-14
1.524695727017573053e-03,7.386124373677737742e-14
1.542368646296627451e-03,7.456169648150927128e-14
1.560246414366367983e-03,7.527648851981872929e-14
1.578331405652116590e-03,7.600598245898666408e-14
1.596626022101425152e-03,7.675055189686937668e-14
1.615132693503091351e-03,7.751058180732368864e-14
1.633853877809862123e-03,7.828646894088083108e-14
1.652792061464895606e-03,7.907862224133981191e-14
1.671949759731990040e-03,7.988746327898146387e-14
1.691329517029648791e-03,8.071342670113975486e-14
1.710933907269015109e-03,8.155696070090195490e-14
1.730765534195725843e-03,8.241852750474744760e-14
1.750827031735725098e-03,8.329860387997393721e-14
1.771121064345088569e-03,8.419768166280242640e-14
1.791650327363901278e-03,8.511626830809583416e-14
1.812417547374237711e-03,8.605488746167245812e-14
1.833425482562290546e-03,8.701407955624487434e-14
1.854676923084699371e-03,8.799440243206585963e-14
1.876174691439121654e-03,8.899643198341781370e-14
1.897921642839101508e-03,9.002076283213871644e-14
1.919920665593284788e-03,9.106800902943919942e-14
1.942174681489026522e-03,9.213880478732799064e-14
1.964686646180446600e-03,9.323380524103116145e-14
1.987459549580983600e-03,9.435368724386128672e-14
2.010496416260499231e-03,9.549915019606757738e-14
2.033800305846981960e-03,9.667091690927761206e-14
2.057374313432913573e-03,9.786973450822495179e-14
2.081221569986339229e-03,9.909637537154474392e-14
2.105345242766706263e-03,1.003516381135137566e-13
2.129748535745521181e-03,1.016363486087095837e-13
2.154434690031884272e-03,1.029513610616678385e-13
2.179406984302956034e-03,1.042975591237275938e-13
2.204668735239409625e-03,1.056758570593706108e-13
2.230223297965938743e-03,1.070872009644852740e-13
2.256074066496861676e-03,1.085325700391146744e-13
2.282224474186898746e-03,1.100129779173895992e-13
2.308677994187169520e-03,1.115294740574898090e-13
2.335438139906479207e-03,1.130831451946365011e-13
2.362508465477947562e-03,1.146751168602790885e-13
2.389892566231050126e-03,1.163065549708165961e-13
2.417594079169130793e-03,1.179786674893769051e-13
2.445616683452446396e-03,1.196927061643724330e-13
2.473964100886814031e-03,1.214499683487594030e-13
2.502640096417919208e-03,1.232517989041466250e-13
2.531648478631355528e-03,1.250995921941331049e-13
2.560993100258459210e-03,1.269947941715018745e-13
2.590677858688008716e-03,1.289389045641591389e-13
2.620706696483852353e-03,1.309334791649870796e-13
2.651083601908538895e-03,1.329801322310751117e-13
2.681812609453015830e-03,1.350805389981075680e-13
2.712897800372467225e-03,1.372364383160213657e-13
2.744343303228365376e-03,1.394496354124003485e-13
2.776153294436800850e-03,1.417220047904520502e-13
2.808331998823172457e-03,1.440554932688124606e-13
2.840883690183303948e-03,1.464521231708513936e-13
2.873812691851066348e-03,1.489139956716048854e-13
2.907123377272578368e-03,1.514432943109441636e-13
2.940820170587063812e-03,1.540422886821035234e-13
2.974907547214440586e-03,1.567133383052385954e-13
3.009390034449721096e-03,1.594588966962666901e-13
3.044272212064302961e-03,1.622815156418641878e-13
3.079558712914226386e-03,1.651838496921548799e-13
3.115254223555487950e-03,1.681686608833298065e-13
3.151363484866479339e-03,1.712388237031901076e-13
3.187891292677645996e-03,1.743973303134051810e-13
3.224842498408442022e-03,1.776472960431343463e-13
3.262222009711669788e-03,1.809919651695717606e-13
3.300034791125285374e-03,1.844347170019484793e-13
3.338285864731760887e-03,1.879790722865640996e-13
3.376980310825091272e-03,1.916286999515321529e-13
3.416123268585528460e-03,1.953874242111080617e-13
3.455719936762139538e-03,1.992592320507359873e-13
3.495775574363275268e-03,2.032482811153069958e-13
3.536295501355042614e-03,2.073589080245673568e-13
3.577285099367873231e-03,2.115956371411666199e-13
3.618749812411280273e-03,2.159631898184930157e-13
3.660695147596902850e-03,2.204664941572152894e-13
3.703126675869926592e-03,2.251106953013531400e-13
3.746050032748993088e-03,2.299011663067296828e-13
3.789470919074667144e-03,2.348435196168368635e-13
3.833395101766601080e-03,2.399436191834850545e-13
3.877828414589457214e-03,2.452075932721034658e-13
3.922776758927719494e-03,2.506418479942475009e-13
3.968246104569481472e-03,2.562530816127442503e-13
4.014242490499322046e-03,2.620482996679979116e-13
4.060772025700365266e-03,2.680348309772881163e-13
4.107840889965646940e-03,2.742203445624602038e-13
4.155455334718875619e-03,2.806128675652210831e-13
4.203621683844713762e-03,2.872208042133681124e-13
4.252346334528682263e-03,2.940529559056873163e-13
4.301635758106795056e-03,3.011185424880093547e-13
4.351496500925049540e-03,3.084272247980084347e-13
4.401935185208874328e-03,3.159891285618288622e-13
4.452958509942655727e-03,3.238148697315269855e-13
4.504573251759458330e-03,3.319155813586858851e-13
4.556786265841063742e-03,3.403029421064111635e-13
4.609604486828434121e-03,3.489892065092971472e-13
4.663034929742731517e-03,3.579872370989200361e-13
4.717084690917017036e-03,3.673105385209861263e-13
4.771760948938746048e-03,3.769732937795259567e-13
4.827070965603183494e-03,3.869904027535072298e-13
4.883022086877879774e-03,3.973775231420230509e-13
4.939621743878320863e-03,4.081511140058489015e-13
4.996877453854883626e-03,4.193284820857357757e-13
5.054796821191240297e-03,4.309278310913985912e-13
5.113387538414325764e-03,4.429683141698400291e-13
5.172657387216019441e-03,4.554700897775448077e-13
5.232614239486662287e-03,4.684543811982575837e-13
5.293266058360561639e-03,4.819435399666651949e-13
5.354620899273607876e-03,4.959611134784400338e-13
5.416686911033152113e-03,5.105319170889192891e-13
5.479472336900287170e-03,5.256821110263399192e-13
5.542985515684668851e-03,5.414392824711647110e-13
5.607234882852032802e-03,5.578325331808445315e-13
5.672228971644543115e-03,5.748925730695041963e-13
5.737976414214134013e-03,5.926518201847820762e-13
5.804485942768978189e-03,6.111445075595822436e-13
5.871766390733255264e-03,6.304067974551248317e-13
5.939826693920356553e-03,6.504769035536318270e-13
6.008675891719686586e-03,6.713952217046115123e-13
6.078323128297229670e-03,6.932044698783421794e-13
6.148777653810022850e-03,7.159498380341524873e-13
6.220048825634711363e-03,7.396791486698973602e-13
6.292146109610343568e-03,7.644430288830768550e-13
6.365079081295571019e-03,7.902950948438245550e-13
6.438857427240419345e-03,8.172921496560696440e-13
6.513490946272802555e-03,8.454943956661721456e-13
6.588989550799949878e-03,8.749656623688511571e-13
6.665363268124913435e-03,9.057736511590880182e-13
6.742622241778342337e-03,9.379901982866506989e-13
6.820776732865685421e-03,9.716915574878406095e-13
6.899837121430018629e-03,1.006958703898039199e-12
6.979813907830660115e-03,1.043877660989709419e-12
7.060717714137772563e-03,1.082539852434836288e-12
7.142559285543126184e-03,1.123042480959834742e-12
7.225349491787214085e-03,1.165488936446027413e-12
7.309099328602909965e-03,1.209989235731716194e-12
7.393819919175866756e-03,1.256660496794272143e-12
7.479522515621821015e-03,1.305627450234713411e-12
7.566218500481054592e-03,1.357022991255092732e-12
7.653919388230148030e-03,1.410988775613091617e-12
7.742636826811269413e-03,1.467675863361400664e-12
7.832382599179196422e-03,1.527245414534713812e-12
7.923168624866253756e-03,1.589869441337824256e-12
8.015006961565405291e-03,1.655731621818300648e-12
8.107909806731686611e-03,1.725028180480618968e-12
8.201889499202202546e-03,1.797968841820081609e-12
8.296958520834906564e-03,1.874777863329742724e-12
8.393129498166364971e-03,1.955695155167415325e-12
8.490415204088747059e-03,2.040977494369404011e-12
8.588828559546249353e-03,2.130899842269863134e-12
8.688382635251184691e-03,2.225756774637864282e-12
8.789090653419954699e-03,2.325864034987219023e-12
8.890965989529158939e-03,2.431560222557100906e-12
8.994022174092043687e-03,2.543208627615446989e-12
9.098272894455557494e-03,2.661199228015134692e-12
9.203731996618221695e-03,2.785950862348457070e-12
9.310413487069076066e-03,2.917913596614928630e-12
9.418331534647951184e-03,3.057571303058166908e-12
9.527500472427289507e-03,3.205444471759608686e-12
9.637934799615785822e-03,3.362093277722554457e-12
9.749649183484086420e-03,3.528120928564254863e-12
9.862658461312821118e-03,3.704177320585150617e-12
9.976977642363202281e-03,3.890963033933988381e-12
1.009262190987048405e-02,4.089233700871881536e-12
1.020960662306047602e-02,4.299804784796789765e-12
1.032794731918952429e-02,4.523556811768817111e-12
1.044765971560805175e-02,4.761441100825688400e-12
1.056875971184804974e-02,5.014486044456384688e-12
1.069126339173477255e-02,5.283803996272920100e-12
1.081518702552289150e-02,5.570598829259708575e-12
1.094054707205743479e-02,5.876174235070740596e-12
1.106736018095974550e-02,6.201942842780310014e-12
1.119564319483879432e-02,6.549436244380917939e-12
1.132541315152812630e-02,6.920316024282929999e-12
1.145668728634872610e-02,7.316385901241591379e-12
1.158948303439811742e-02,7.739605103675204230e-12
1.172381803286599682e-02,8.192103113419050954e-12
1.185971012337670542e-02,8.676195928785935989e-12
1.199717735435885599e-02,9.194404015603953217e-12
1.213623798344241715e-02,9.749472134936835145e-12
1.227691047988360359e-02,1.034439125875839353e-11
1.241921352701784616e-02,1.098242281028967766e-11
1.256316602474121490e-02,1.166712549440160447e-11
1.270878709202059517e-02,1.240238501587908003e-11
1.285609606943296547e-02,1.319244701993912473e-11
1.300511252173409786e-02,1.404195363077311325e-11
1.315585624045705233e-02,1.495598401070274226e-11
1.330834724654075991e-02,1.594009941555763029e-11
1.346260579298911089e-02,1.700039328196848401e-11
1.361865236756082745e-02,1.814354695041947955e-11
1.377650769549054917e-02,1.937689170526208767e-11
1.393619274224143501e-02,2.070847790077471182e-11
1.409772871628967722e-02,2.214715204227407953e-11
1.426113707194129852e-02,2.370264280498539823e-11
1.442643951218158804e-02,2.538565710287216439e-11
1.459365799155757683e-02,2.720798746722603182e-11
1.476281471909391199e-02,2.918263216320174972e-11
1.493393216124253367e-02,3.132392966474327949e-11
1.510703304486655726e-02,3.364770932805765681e-11
1.528214036025870616e-02,3.617146035509916866e-11
1.545927736419478588e-02,3.891452142621869522e-11
1.563846758302247716e-02,4.189829371078092856e-11
1.581973481578601362e-02,4.514648034261064645e-11
1.600310313738701612e-02,4.868535588110544323e-11
1.618859690178199237e-02,5.254406977747344589e-11
1.637624074521688844e-02,5.675498843898588355e-11
1.656605958949915192e-02,6.135408114421354737e-11
1.675807864530768840e-02,6.638135582275556597e-11
1.695232341554121433e-02,7.188135159010842538e-11
1.714881969870540868e-02,7.790369594088938732e-11
1.734759359233932485e-02,8.450373567369913357e-11
1.754867149648152089e-02,9.174325197429386443e-11
1.775208011717635884e-02,9.969127165071745893e-11
1.795784647002096959e-02,1.084249883301563163e-10
1.816599788375328553e-02,1.180308095342492038e-10
1.837656200388172387e-02,1.286055479965178260e-10
1.858956679635688156e-02,1.402577784302344329e-10
1.880504055128583499e-02,1.531093842655415799e-10
1.902301188668945736e-02,1.672973227313036573e-10
1.924350975230332272e-02,1.829756411548918786e-10
1.946656343342263382e-02,2.003177826040756406e-10
1.969220255479173579e-02,2.195192251322104682e-10
1.992045708453871189e-02,2.408005060683318971e-10
2.015135733815558508e-02,2.644106912042826819e-10
2.038493398252464242e-02,2.906313585933396819e-10
2.062121803999144437e-02,3.197811782526367284e-10
2.086024089248504979e-02,3.522211826688464788e-10
2.110203428568596662e-02,3.883608390172321012e-10
2.134663033324245285e-02,4.286650528646550912e-10
2.159406152103567761e-02,4.736622553708384186e-10
2.184436071149428379e-02,5.239537522669821379e-10
2.209756114795903212e-02,5.802245439409525651e-10
2.235369645909796379e-02,6.432558627095986069e-10
2.261280066337279654e-02,7.139397169116356849e-10
2.287490817355703962e-02,7.932957831309648103e-10
2.314005380130654266e-02,8.824910492521918582e-10
2.340827276178294308e-02,9.828626840754249948e-10
2.367960067833078594e-02,1.095944696191441351e-09
2.395407358720879482e-02,1.223499048537791250e-09
2.423172794237600514e-02,1.367552018906307171e-09
2.451260062033339820e-02,1.530436744753078333e-09
2.479672892502160150e-02,1.714843067948215994e-09
2.508415059277541159e-02,1.923876007638574288e-09
2.537490379733571555e-02,2.161124444534281939e-09
2.566902715491951870e-02,2.430741906626574503e-09
2.596655972934872394e-02,2.737541715527155099e-09
2.626754103723838440e-02,3.087109197636976865e-09
2.657201105324506762e-02,3.485934201536711607e-09
2.688001021537607393e-02,3.941567812351857321e-09
2.719157943036018890e-02,4.462807939932412047e-09
2.750676007908067419e-02,5.059919410669652435e-09
2.782559402207126012e-02,5.744895349774540395e-09
2.814812360507581296e-02,6.531768047620824116e-09
2.847439166467247845e-02,7.436979216788398827e-09
2.880444153396297807e-02,8.479821635550799851e-09
2.913831704832789068e-02,9.682966725184700645e-09
2.947606255124858229e-02,1.107309572984373188e-08
2.981772290019673102e-02,1.268165599199324756e-08
3.016334347259197468e-02,1.454576850919655502e-08
3.051297017182871135e-02,1.670931872579442794e-08
3.086664943337274689e-02,1.922426961334635788e-08
3.122442823092858033e-02,2.215224484867306158e-08
3.158635408267818773e-02,2.556644071125186519e-08
3.195247505759213347e-02,2.955393869844278927e-08
3.232283978181380718e-02,3.421850743316842918e-08
3.269749744511767781e-02,3.968400301422972089e-08
3.307649780744242179e-02,4.609850254302838364e-08
3.345989120549974771e-02,5.363933742600272011e-08
3.384772855945983316e-02,6.251923281135339168e-08
3.424006137971425529e-02,7.299380921461193748e-08
3.463694177371734462e-02,8.537076461443094500e-08
3.503842245290676033e-02,1.000211333576761912e-07
3.544455673970435539e-02,1.173931163072673773e-07
3.585539857459817126e-02,1.380291001672225582e-07
3.627100252330648505e-02,1.625866396965853236e-07
3.669142378402494298e-02,1.918643733817080720e-07
3.711671819475766826e-02,2.268340923807398748e-07
3.754694224073337055e-02,2.686804987315582171e-07
3.798215306190736579e-02,3.188505906772069136e-07
3.842240846055060971e-02,3.791151247336826444e-07
3.886776690892667502e-02,4.516452571541293952e-07
3.931828755705769896e-02,5.391083023899545891e-07
3.977403024058037001e-02,6.447876158509248745e-07
4.023505548869293208e-02,7.727329815303349769e-07
4.070142453219438572e-02,9.279496516784352204e-07
4.117319931161678853e-02,1.116636463096595908e-06
4.165044248545184818e-02,1.346486396663729655e-06
4.213321743847289053e-02,1.627066755484043389e-06
4.262158829015325057e-02,1.970301078545836396e-06
4.311561990318228677e-02,2.391081331855452036e-06
4.361537789208005944e-02,2.908047291483982414e-06
4.412092863191190151e-02,3.544580967389289573e-06
4.463233926710397093e-02,4.330078229364960200e-06
4.514967772036102001e-02,5.301578573282611989e-06
4.567301270168747096e-02,6.505858656125458913e-06
4.620241371751312998e-02,8.002127770067611598e-06
4.673795107992463616e-02,9.865506416599004983e-06
4.727969591600390820e-02,1.219152607154800014e-05
4.782772017727485170e-02,1.510196380148409868e-05
4.838209664925956915e-02,1.875242594801425887e-05
4.894289896114531468e-02,2.334222922895464640e-05
4.951020159556351191e-02,2.912730696978868336e-05
5.008407989848212560e-02,3.643710863006217036e-05
5.066461008921268466e-02,4.569678394960501809e-05
5.125186927053333036e-02,5.745637847212957232e-05
5.184593543892913187e-02,7.242935543546278070e-05
5.244688749495118874e-02,9.154355575008217181e-05
5.305480525369574152e-02,1.160087897835477156e-04
5.366976945540476163e-02,1.474067279997274681e-04
5.429186177618942899e-02,1.878107691386607804e-04
5.492116483887789224e-02,2.399463187633393423e-04
5.555776222398877556e-02,3.074056921406416367e-04
5.620173848083188234e-02,3.949370610522557972e-04
5.685317913873753209e-02,5.088340511761641101e-04
5.751217071841613349e-02,6.574625477060474414e-04
5.817880074344935343e-02,8.519750846941717476e-04
5.885315775191450605e-02,1.107282436876019099e-03
5.953533130814370189e-02,1.443378910939143930e-03
6.022541201461927007e-02,1.887155487760173132e-03
6.092349152400711176e-02,2.474887878050908291e-03
6.162966255132941440e-02,3.255661129639236383e-03
6.234401888627863486e-02,4.296097860847406837e-03
6.306665540567406303e-02,5.686906727180298868e-03
6.379766808606282535e-02,7.551980469993409446e-03
6.453715401646702154e-02,1.006107653128953533e-02
6.528521141127847927e-02,1.344754798207508859e-02
6.604193962330305590e-02,1.803321706387800080e-02
6.680743915695615265e-02,2.426338379501779066e-02
6.758181168161110641e-02,3.275626379098880298e-02
6.836516004510238831e-02,4.437303816925732003e-02
6.915758828738524655e-02,6.031744823373914183e-02
6.995920165435375038e-02,8.227788497284778402e-02
7.077010661181890039e-02,1.126308129895729759e-01
7.159041085964888695e-02,1.547330333233715993e-01
7.242022334607314815e-02,2.133430829477015733e-01
7.325965428215229502e-02,2.952310257579181529e-01
7.410881515641569439e-02,4.100640827077785544e-01
7.496781874966876313e-02,5.716976317632227467e-01
7.583677914997190295e-02,8.000641593458124312e-01
7.671581176779301847e-02,1.123947567706826023e+00
7.760503335133571434e-02,1.585073391250569452e+00
7.850456200204508628e-02,2.244162411905712418e+00
7.941451719029339607e-02,3.189925207525965423e+00
8.033501977124735127e-02,4.552479270833003078e+00
8.126619200091945994e-02,6.523443367917245439e+00
8.220815755240540312e-02,9.386154015085788060e+00
8.316104153230961804e-02,1.356128895529723799e+01
8.412497049736118726e-02,1.967603880209961886e+01
8.510007247122246266e-02,2.866942041578032274e+01
8.608647696149245021e-02,4.195329529135204183e+01
8.708431497690724554e-02,6.165961309278354463e+01
8.809371904473990711e-02,9.102169972423980937e+01
8.911482322840201531e-02,1.349648415359227158e+02
9.014776314524917955e-02,2.010251097967368139e+02
9.119267598459297741e-02,3.007852713990770894e+02
9.224970052592174063e-02,4.521289697463607240e+02
9.331897715733239451e-02,6.827957206508239096e+02
9.440064789417602908e-02,1.036013413377286270e+03
9.549485639791965852e-02,1.579464303497385117e+03
9.660174799522645850e-02,2.419625166146846823e+03
9.772146969725724330e-02,3.724813061365765861e+03
9.885417021919573610e-02,5.762401731982085039e+03
1.000000000000000056e-01,8.959217522936878595e+03
